Arbeiderpartiet;37,29241
Fremskrittspartiet;20,92123
Høyre;11,92213
Senterpartiet;7,96679
SV - Sosialistisk Venstreparti;4,69031
Rødt;4,69031
Miljøpartiet De Grønne;3,01840
