Arbeiderpartiet;30,34870
Fremskrittspartiet;23,71035
Høyre;16,98294
SV - Sosialistisk Venstreparti;5,96013
Miljøpartiet De Grønne;5,71350
Venstre;4,32281
Rødt;4,29540
