Fremskrittspartiet;27,9
Arbeiderpartiet;27,3
Høyre;17,9
Rødt;5,4
SV - Sosialistisk Venstreparti;4,2
Kristelig Folkeparti;4,0
Miljøpartiet De Grønne;3,3
