Fremskrittspartiet;35,1
Arbeiderpartiet;26,3
Senterpartiet;8,1
Høyre;7,7
SV - Sosialistisk Venstreparti;6,7
Rødt;6,3
Kristelig Folkeparti;2,1
Miljøpartiet De Grønne;2,1
