Arbeiderpartiet;25,1
Fremskrittspartiet;24,0
Høyre;15,3
Kristelig Folkeparti;12,2
SV - Sosialistisk Venstreparti;4,6
Miljøpartiet De Grønne;4,5
Rødt;4,4
