Arbeiderpartiet;25,6
Fremskrittspartiet;24,3
Senterpartiet;14,4
Rødt;10,1
Høyre;7,9
SV - Sosialistisk Venstreparti;5,6
Kristelig Folkeparti;3,2
Miljøpartiet De Grønne;3,2
