Arbeiderpartiet;24,0
Fremskrittspartiet;21,5
Senterpartiet;21,0
Høyre;10,2
SV - Sosialistisk Venstreparti;5,9
Kristelig Folkeparti;4,8
Rødt;3,2
Venstre;3,2
