Fremskrittspartiet;32,4
Arbeiderpartiet;27,7
Høyre;13,9
Rødt;5,2
SV - Sosialistisk Venstreparti;5,1
Senterpartiet;3,9
Miljøpartiet De Grønne;2,7
Venstre;2,7
