Arbeiderpartiet;32,87964
Fremskrittspartiet;25,80731
Senterpartiet;10,14145
Høyre;7,97972
Rødt;5,79130
SV - Sosialistisk Venstreparti;3,73632
Kristelig Folkeparti;3,52282
