Arbeiderpartiet;39,8
Senterpartiet;22,2
Fremskrittspartiet;16,8
Rødt;5,1
Høyre;3,5
SV - Sosialistisk Venstreparti;2,4
Norgesdemokratene;2,1
Industri- og Næringspartiet;2,1
