Arbeiderpartiet;37,72291
Senterpartiet;18,65569
Fremskrittspartiet;15,36351
Høyre;8,88203
SV - Sosialistisk Venstreparti;5,82990
Rødt;4,14952
Kristelig Folkeparti;2,57202
